ZCTA,density,classification
25315,187,2
25320,36,3
25401,1052,1
25403,124,2
25404,194,2
25405,205,2
25411,38,3
25413,124,2
25414,118,2
25419,206,2
25420,54,3
25422,11,3
25425,122,2
25427,40,3
25428,172,2
25430,61,3
25431,12,3
25434,16,3
25438,271,2
25442,49,3
25443,96,3
25444,12,3
25446,34,3
25501,19,3
25502,20,3
25503,19,3
25504,103,2
25505,87,3
25506,20,3
25507,635,2
25508,52,3
25510,63,3
25511,5,3
25512,11,3
25514,23,3
25515,22,3
25517,19,3
25520,16,3
25521,14,3
25523,26,3
25524,14,3
25526,93,3
25529,18,3
25530,163,2
25534,5,3
25535,64,3
25537,40,3
25540,9,3
25541,55,3
25545,63,3
25547,51,3
25550,79,3
25555,26,3
25557,16,3
25559,42,3
25560,134,2
25564,22,3
25565,8,3
25567,21,3
25570,34,3
25571,38,3
25573,35,3
25601,110,2
25606,53,3
25607,47,3
25608,31,3
25611,67,3
25617,24,3
25621,20,3
25624,182,2
25625,33,3
25628,111,2
25630,11,3
25632,14,3
25634,54,3
25635,35,3
25637,117,2
25638,13,3
25639,41,3
25644,16,3
25646,19,3
25647,103,2
25649,53,3
25650,9,3
25651,12,3
25652,37,3
25653,108,2
25661,51,3
25666,9,3
25669,17,3
25670,25,3
25671,16,3
25672,19,3
25674,28,3
25676,16,3
25678,28,3
25688,35,3
25690,59,3
25692,41,3
25696,66,3
25701,307,1
25702,296,1
25703,1799,1
25704,218,1
25705,766,2
25801,175,2
25812,42,3
25813,38,3
25817,28,3
25818,456,2
25820,6,3
25823,62,3
25825,37,3
25826,509,2
25827,162,2
25831,10,3
25832,137,2
25836,106,2
25837,28,3
25839,79,3
25840,46,3
25841,7,3
25843,24,3
25844,45,3
25845,43,3
25846,12,3
25848,22,3
25849,200,2
25854,12,3
25857,6,3
25862,26,3
25864,5,3
25865,23,3
25868,15,3
25871,728,2
25873,394,2
25875,20,3
25878,194,2
25879,92,3
25880,72,3
25882,27,3
25901,156,2
25902,6,3
25904,22,3
25906,91,3
25913,22,3
25915,14,3
25917,20,3
25918,26,3
25921,59,3
25922,25,3
25928,13,3
25932,32,3
25938,16,3
25951,26,3
25958,16,3
25962,19,3
25969,14,3
25971,23,3
25972,30,3
25976,13,3
25978,22,3
25979,8,3
25981,7,3
25984,17,3
25985,6,3
25989,47,3
26003,196,2
26030,246,2
26031,289,2
26032,21,3
26033,13,3
26034,141,2
26035,56,3
26036,15,3
26037,409,2
26038,191,2
26039,10,3
26040,398,2
26041,110,2
26047,62,3
26050,230,2
26055,10,3
26059,51,3
26060,33,3
26062,348,2
26070,97,3
26074,128,2
26075,152,2
26101,429,1
26104,199,2
26105,435,2
26133,14,3
26134,170,2
26136,11,3
26137,8,3
26141,5,3
26142,80,3
26143,13,3
26146,11,3
26147,21,3
26148,6,3
26149,14,3
26150,54,3
26151,10,3
26155,32,3
26159,701,2
26160,6,3
26161,4,3
26164,32,3
26167,20,3
26169,12,3
26170,22,3
26175,31,3
26178,6,3
26180,14,3
26181,63,3
26184,23,3
26187,124,2
26201,43,3
26202,19,3
26205,58,3
26206,16,3
26208,5,3
26217,5,3
26218,16,3
26222,3,3
26234,11,3
26237,6,3
26238,14,3
26241,48,3
26250,23,3
26253,21,3
26254,2,3
26257,19,3
26260,4,3
26261,12,3
26263,5,3
26264,3,3
26267,6,3
26269,19,3
26270,4,3
26271,5,3
26273,3,3
26275,67,3
26276,9,3
26278,4,3
26280,10,3
26283,12,3
26285,12,3
26287,9,3
26288,7,3
26292,21,3
26293,44,3
26294,4,3
26301,174,2
26320,7,3
26321,6,3
26323,208,2
26325,5,3
26330,82,3
26335,12,3
26337,8,3
26338,7,3
26339,5,3
26342,4,3
26343,8,3
26346,14,3
26347,21,3
26351,15,3
26354,44,3
26362,13,3
26369,216,2
26372,10,3
26374,18,3
26376,6,3
26377,5,3
26378,24,3
26384,6,3
26385,24,3
26386,36,3
26404,55,3
26405,9,3
26408,37,3
26410,19,3
26411,4,3
26412,5,3
26415,14,3
26416,22,3
26419,13,3
26421,6,3
26422,81,3
26424,49,3
26425,10,3
26426,21,3
26430,15,3
26431,67,3
26437,8,3
26440,11,3
26443,6,3
26444,20,3
26447,7,3
26448,14,3
26451,228,2
26452,33,3
26456,10,3
26501,135,2
26505,1251,1
26508,97,3
26519,12,3
26520,166,2
26521,64,3
26525,15,3
26534,267,2
26537,57,3
26541,28,3
26542,30,3
26543,117,2
26547,64,3
26554,130,2
26559,863,2
26562,6,3
26563,263,2
26568,201,2
26570,21,3
26571,51,3
26574,101,3
26575,17,3
26576,282,2
26581,9,3
26582,21,3
26585,8,3
26587,133,2
26588,40,3
26590,12,3
26591,44,3
26601,15,3
26610,8,3
26619,8,3
26621,11,3
26623,8,3
26624,18,3
26627,9,3
26629,19,3
26631,6,3
26636,7,3
26651,17,3
26656,17,3
26660,18,3
26662,31,3
26676,7,3
26678,34,3
26679,15,3
26680,5,3
26681,17,3
26690,8,3
26691,11,3
26704,22,3
26705,8,3
26707,6,3
26710,10,3
26711,18,3
26714,11,3
26716,12,3
26717,11,3
26719,42,3
26722,12,3
26726,37,3
26731,9,3
26739,6,3
26743,9,3
26750,883,2
26753,102,2
26755,8,3
26757,19,3
26761,24,3
26763,13,3
26764,19,3
26767,146,2
26801,6,3
26802,4,3
26804,4,3
26807,7,3
26808,19,3
26810,5,3
26812,7,3
26814,3,3
26815,3,3
26817,8,3
26818,13,3
26833,7,3
26836,14,3
26845,10,3
26847,22,3
26851,9,3
26852,8,3
26855,8,3
26865,7,3
26866,5,3
26884,3,3
27006,90,3
27007,39,3
27009,65,3
27011,42,3
27012,237,2
27013,30,3
27014,530,2
27016,19,3
27017,33,3
27018,38,3
27019,48,3
27020,34,3
27021,137,2
27022,19,3
27023,167,2
27024,25,3
27025,46,3
27027,90,3
27028,52,3
27030,93,3
27040,162,2
27041,53,3
27042,40,3
27043,38,3
27045,150,2
27046,21,3
27047,23,3
27048,41,3
27050,64,3
27051,159,2
27052,42,3
27053,19,3
27054,32,3
27055,52,3
27101,652,1
27103,805,2
27104,1064,2
27105,439,2
27106,663,2
27107,261,2
27127,467,2
27203,383,2
27205,57,3
27207,18,3
27208,18,3
27209,29,3
27212,12,3
27214,80,3
27215,274,1
27217,113,2
27229,16,3
27231,23,3
27233,55,3
27235,124,2
27239,24,3
27242,15,3
27243,43,3
27244,90,3
27248,51,3
27249,87,3
27252,19,3
27253,136,2
27258,138,2
27260,732,2
27262,701,1
27263,220,2
27265,452,2
27278,94,3
27281,22,3
27282,448,2
27283,49,3
27284,259,2
27288,151,2
27291,14,3
27292,107,2
27295,118,2
27298,44,3
27299,71,3
27301,99,3
27302,91,3
27305,25,3
27306,15,3
27310,143,2
27311,31,3
27312,47,3
27313,95,3
27314,17,3
27315,35,3
27316,37,3
27317,123,2
27320,64,3
27325,29,3
27326,23,3
27330,70,2
27332,106,2
27341,23,3
27343,15,3
27344,39,3
27349,35,3
27350,69,3
27355,30,3
27356,23,3
27357,72,3
27358,92,3
27360,206,2
27370,95,3
27371,19,3
27376,56,3
27377,117,2
27379,23,3
27401,1276,2
27403,1393,1
27405,565,2
27406,322,2
27407,616,1
27408,1040,1
27409,403,1
27410,716,2
27455,403,2
27501,106,2
27502,376,2
27503,38,3
27504,61,3
27505,38,3
27507,15,3
27508,63,3
27509,97,3
27510,1876,2
27511,1116,2
27513,1027,2
27514,553,1
27516,145,2
27517,224,2
27518,801,2
27519,629,2
27520,186,2
27521,88,3
27522,66,3
27523,89,2
27524,36,3
27525,56,3
27526,146,2
27527,139,2
27529,273,2
27530,149,2
27534,179,2
27536,543,1
27537,48,3
27539,211,2
27540,211,2
27541,22,3
27542,41,3
27544,27,3
27545,288,2
27546,53,3
27549,38,3
27551,10,3
27553,23,3
27555,485,2
27556,69,3
27557,45,3
27559,18,3
27560,331,2
27562,14,3
27563,29,3
27565,30,3
27568,940,2
27569,38,3
27571,289,2
27572,26,3
27573,266,2
27574,30,3
27576,76,3
27577,80,3
27581,34,3
27582,38,3
27583,58,3
27587,178,2
27589,19,3
27591,107,2
27592,130,2
27596,105,2
27597,68,3
27601,1863,1
27603,350,2
27604,786,1
27605,2760,1
27606,713,2
27607,467,2
27608,1496,2
27609,1352,1
27610,516,2
27612,891,1
27613,731,2
27614,427,2
27615,916,1
27616,679,1
27617,834,2
27701,1680,1
27703,287,2
27704,328,2
27705,429,2
27707,869,2
27709,1015,2
27712,235,2
27713,630,1
27801,119,2
27803,212,2
27804,283,1
27805,14,3
27806,7,3
27807,48,3
27808,24,3
27809,25,3
27810,15,3
27812,17,3
27813,271,2
27814,12,3
27816,16,3
27817,27,3
27818,9,3
27819,119,2
27820,23,3
27821,23,3
27822,36,3
27823,16,3
27824,6,3
27826,3,3
27828,47,3
27829,16,3
27830,32,3
27831,25,3
27832,39,3
27834,122,2
27837,37,3
27839,9,3
27840,18,3
27842,69,3
27843,8,3
27844,27,3
27845,8,3
27846,13,3
27847,10,3
27849,8,3
27850,18,3
27851,45,3
27852,25,3
27853,6,3
27855,44,3
27856,49,3
27857,9,3
27858,377,2
27860,6,3
27862,9,3
27863,65,3
27864,45,3
27865,9,3
27866,13,3
27869,12,3
27870,164,2
27871,20,3
27872,14,3
27873,264,2
27874,16,3
27875,4,3
27876,14,3
27878,435,2
27879,463,2
27880,47,3
27882,30,3
27883,18,3
27884,15,3
27885,3,3
27886,43,3
27888,19,3
27889,57,3
27890,107,2
27891,14,3
27892,33,3
27893,141,2
27896,232,2
27897,22,3
27909,66,3
27910,36,3
27915,45,3
27916,37,3
27917,14,3
27919,8,3
27920,148,2
27921,25,3
27922,10,3
27923,35,3
27924,14,3
27925,6,3
27926,20,3
27927,11,3
27928,12,3
27929,79,3
27932,44,3
27935,11,3
27936,53,3
27937,19,3
27938,11,3
27939,144,2
27941,70,3
27942,11,3
27943,79,3
27944,27,3
27946,12,3
27947,39,3
27948,490,1
27949,197,2
27950,27,3
27953,1,3
27954,283,2
27956,24,3
27957,14,3
27958,40,3
27959,84,3
27960,48,3
27962,36,3
27964,162,2
27965,14,3
27966,41,3
27967,49,3
27968,17,3
27970,13,3
27972,79,3
27973,13,3
27974,11,3
27976,12,3
27979,10,3
27980,16,3
27981,86,3
27983,12,3
27985,128,2
27986,34,3
28001,82,3
28006,86,3
28007,185,2
28009,168,2
28012,287,2
28016,121,2
28018,23,3
28020,22,3
28021,86,3
28023,118,2
28025,168,1
28027,298,1
28031,722,2
28032,563,2
28033,66,3
28034,141,2
28036,219,2
28037,164,2
28040,45,3
28043,135,2
28052,304,2
28054,744,2
28056,249,2
28071,24,3
28072,495,2
28073,82,3
28075,263,2
28076,208,2
28077,333,2
28078,304,2
28079,247,2
28080,70,3
28081,317,2
28083,463,2
28086,115,2
28088,442,2
28090,35,3
28091,10,3
28092,123,2
28097,69,3
28098,420,2
28101,306,2
28103,24,3
28104,332,2
28105,641,2
28107,50,3
28110,135,2
28112,70,3
28114,46,3
28115,175,2
28117,334,2
28119,16,3
28120,253,2
28124,43,3
28125,26,3
28127,39,3
28128,44,3
28129,51,3
28133,14,3
28134,462,2
28135,15,3
28137,26,3
28138,91,3
28139,46,3
28144,315,2
28146,111,2
28147,115,2
28150,107,2
28152,117,2
28159,473,2
28160,280,2
28163,55,3
28164,128,2
28166,115,2
28167,14,3
28168,45,3
28170,26,3
28173,131,2
28174,74,3
28202,3038,1
28203,1792,2
28204,1455,2
28205,1549,1
28206,581,2
28207,1500,2
28208,577,2
28209,1824,2
28210,1518,2
28211,1133,2
28212,1599,2
28213,997,2
28214,383,2
28215,625,2
28216,587,2
28217,609,1
28226,1059,1
28227,479,2
28262,645,1
28269,890,2
28270,971,2
28273,560,1
28277,1017,2
28278,247,2
28301,545,2
28303,787,2
28304,896,2
28305,1157,1
28306,215,2
28307,416,2
28311,367,2
28312,43,3
28314,948,2
28315,76,3
28318,23,3
28320,33,3
28323,31,3
28325,229,2
28326,50,3
28327,32,3
28328,40,3
28330,589,2
28332,99,3
28333,93,3
28334,62,3
28337,27,3
28338,13,3
28339,74,3
28340,33,3
28341,17,3
28343,37,3
28344,30,3
28345,71,3
28347,9,3
28348,273,2
28349,21,3
28350,176,2
28351,32,3
28352,77,3
28356,35,3
28357,32,3
28358,72,2
28360,75,3
28363,8,3
28364,39,3
28365,34,3
28366,22,3
28369,14,3
28371,66,3
28372,110,2
28373,67,3
28374,332,2
28376,93,3
28377,43,3
28379,69,3
28382,23,3
28383,28,3
28384,45,3
28385,31,3
28386,45,3
28387,227,1
28390,130,2
28391,59,3
28392,17,3
28393,17,3
28394,48,3
28395,20,3
28396,22,3
28398,32,3
28399,9,3
28401,407,1
28403,1123,1
28405,519,1
28409,513,2
28411,307,2
28412,725,2
28420,11,3
28421,11,3
28422,29,3
28423,11,3
28425,27,3
28428,550,2
28429,76,3
28430,18,3
28431,39,3
28432,22,3
28433,18,3
28434,7,3
28435,11,3
28436,22,3
28438,16,3
28439,29,3
28441,10,3
28442,12,3
28443,61,3
28444,9,3
28445,47,3
28447,5,3
28448,6,3
28449,200,2
28450,24,3
28451,78,3
28452,45,3
28453,17,3
28454,15,3
28455,11,3
28456,23,3
28457,28,3
28458,23,3
28460,92,3
28461,95,3
28462,55,3
28463,28,3
28464,40,3
28465,293,2
28466,22,3
28467,237,2
28468,126,2
28469,122,2
28470,93,3
28472,43,3
28478,15,3
28479,21,3
28480,392,2
28501,82,2
28504,71,3
28508,25,3
28510,33,3
28511,39,3
28512,263,2
28513,46,3
28515,18,3
28516,24,3
28518,33,3
28519,590,2
28520,6,3
28521,22,3
28523,18,3
28524,34,3
28525,26,3
28526,12,3
28527,8,3
28528,97,3
28529,20,3
28530,40,3
28531,236,2
28532,51,2
28538,30,3
28539,116,2
28540,179,2
28543,675,2
28544,182,2
28546,288,2
28547,51,2
28551,42,3
28552,6,3
28553,183,2
28555,13,3
28556,10,3
28557,465,1
28560,101,2
28562,99,2
28570,68,3
28571,25,3
28572,24,3
28573,12,3
28574,43,3
28575,256,2
28577,72,3
28578,32,3
28579,68,3
28580,36,3
28582,39,3
28583,69,3
28584,83,3
28585,9,3
28586,22,3
28587,44,3
28590,218,2
28594,302,2
28601,443,1
28602,163,2
28604,40,3
28605,55,3
28606,20,3
28607,127,1
28609,52,3
28610,94,3
28611,5,3
28612,57,3
28613,207,2
28615,12,3
28616,65,3
28617,28,3
28618,25,3
28619,531,2
28621,60,3
28622,34,3
28623,24,3
28624,11,3
28625,72,3
28626,35,3
28627,25,3
28628,390,2
28630,132,2
28631,11,3
28634,32,3
28635,36,3
28636,36,3
28637,240,2
28638,243,2
28640,51,3
28642,66,3
28643,22,3
28644,10,3
28645,59,3
28646,7,3
28649,12,3
28650,103,2
28651,34,3
28654,23,3
28655,67,3
28657,26,3
28658,141,2
28659,85,3
28660,27,3
28663,15,3
28665,17,3
28666,337,2
28667,360,2
28668,11,3
28669,27,3
28670,30,3
28671,283,2
28673,95,3
28675,24,3
28676,52,3
28677,158,2
28678,45,3
28679,33,3
28681,60,3
28682,148,2
28683,22,3
28684,17,3
28685,14,3
28689,15,3
28690,185,2
28692,45,3
28693,28,3
28694,51,3
28697,84,3
28698,40,3
28701,81,3
28702,9,3
28704,236,2
28705,23,3
28708,6,3
28709,18,3
28711,55,3
28712,68,3
28713,27,3
28714,25,3
28715,128,2
28716,46,3
28717,15,3
28718,14,3
28719,21,3
28721,39,3
28722,62,3
28723,36,3
28726,522,2
28729,290,2
28730,73,3
28731,122,2
28732,156,2
28734,38,3
28735,35,3
28736,10,3
28739,134,2
28740,11,3
28741,17,3
28742,44,3
28743,8,3
28745,454,2
28746,24,3
28747,18,3
28748,53,3
28751,32,3
28752,49,3
28753,19,3
28754,34,3
28756,21,3
28757,117,2
28759,123,2
28761,28,3
28762,29,3
28763,20,3
28766,88,3
28768,36,3
28771,13,3
28772,42,3
28773,26,3
28774,11,3
28775,14,3
28777,55,3
28778,115,2
28779,65,3
28781,5,3
28782,62,3
28783,10,3
28785,21,3
28786,122,2
28787,102,2
28789,39,3
28790,30,3
28791,382,2
28792,135,2
28801,1309,1
28803,343,1
28804,318,2
28805,317,2
28806,428,2
28901,36,3
28902,26,3
28904,20,3
28905,29,3
28906,24,3
28909,45,3
29001,12,3
29003,19,3
29006,26,3
29009,9,3
29010,22,3
29014,5,3
29015,5,3
29016,69,3
29018,14,3
29020,40,3
29030,9,3
29031,5,3
29032,20,3
29033,568,2
29036,134,2
29037,5,3
29038,12,3
29039,61,3
29040,58,3
29042,32,3
29044,16,3
29045,115,2
29047,24,3
29048,41,3
29051,8,3
29052,13,3
29053,82,3
29054,65,3
29055,49,3
29056,9,3
29058,13,3
29059,21,3
29061,58,3
29063,299,2
29065,12,3
29067,19,3
29069,26,3
29070,36,3
29072,274,2
29073,192,2
29074,7,3
29075,27,3
29078,46,3
29080,9,3
29081,7,3
29082,6,3
29101,11,3
29102,29,3
29104,10,3
29105,19,3
29107,17,3
29108,37,3
29111,9,3
29112,16,3
29113,15,3
29114,21,3
29115,92,3
29118,80,3
29123,40,3
29125,12,3
29126,12,3
29127,34,3
29128,18,3
29129,14,3
29130,18,3
29133,7,3
29135,18,3
29137,12,3
29138,18,3
29142,38,3
29145,8,3
29146,12,3
29148,25,3
29150,364,2
29152,119,2
29153,41,3
29154,134,2
29160,28,3
29161,32,3
29162,31,3
29163,26,3
29164,18,3
29166,11,3
29168,12,3
29169,838,2
29170,329,2
29172,140,2
29175,22,3
29178,10,3
29180,18,3
29201,723,1
29203,236,2
29204,1238,1
29205,1725,1
29206,899,2
29209,259,2
29210,1018,2
29212,526,2
29223,795,2
29229,764,2
29301,437,2
29302,136,2
29303,285,2
29306,339,2
29307,185,2
29316,386,2
29320,385,2
29321,27,3
29322,58,3
29323,79,3
29325,35,3
29329,452,2
29330,90,3
29332,22,3
29333,429,2
29334,194,2
29335,20,3
29340,49,3
29341,81,3
29346,524,2
29349,144,2
29351,134,2
29353,18,3
29355,5,3
29356,42,3
29360,57,3
29364,79,3
29365,213,2
29369,172,2
29370,8,3
29372,44,3
29373,175,2
29374,27,3
29376,68,3
29377,230,2
29379,31,3
29384,36,3
29385,142,2
29388,56,3
29401,2923,1
29403,1706,1
29404,53,2
29405,656,1
29406,802,1
29407,1039,2
29410,670,2
29412,401,2
29414,401,2
29418,708,1
29420,680,2
29426,10,3
29429,10,3
29431,30,3
29432,10,3
29434,4,3
29435,23,3
29436,22,3
29437,10,3
29438,14,3
29439,430,2
29440,21,3
29445,321,2
29446,3,3
29448,19,3
29449,39,3
29450,8,3
29451,186,2
29452,3,3
29453,4,3
29455,78,3
29456,548,2
29458,7,3
29461,69,3
29464,639,2
29466,355,2
29468,11,3
29469,16,3
29470,19,3
29471,15,3
29472,15,3
29474,8,3
29475,10,3
29477,24,3
29479,30,3
29481,8,3
29482,297,2
29483,181,2
29485,477,2
29487,26,3
29488,37,3
29492,84,2
29501,326,2
29505,186,2
29506,59,3
29510,14,3
29511,32,3
29512,31,3
29516,4,3
29518,10,3
29519,26,3
29520,43,3
29525,16,3
29526,80,3
29527,54,3
29530,29,3
29532,78,3
29536,50,3
29540,18,3
29541,44,3
29543,12,3
29544,16,3
29545,18,3
29546,7,3
29547,25,3
29550,59,3
29554,16,3
29555,25,3
29556,29,3
29560,32,3
29563,29,3
29564,6,3
29565,22,3
29566,229,2
29567,9,3
29568,54,3
29569,35,3
29570,33,3
29571,32,3
29572,488,1
29574,47,3
29575,722,2
29576,315,2
29577,496,1
29579,294,2
29580,8,3
29581,12,3
29582,327,1
29583,20,3
29584,10,3
29585,131,2
29588,349,2
29590,10,3
29591,29,3
29592,10,3
29593,10,3
29596,15,3
29601,1079,2
29605,544,2
29607,513,1
29609,480,2
29611,470,2
29615,839,2
29617,432,2
29620,21,3
29621,181,2
29624,209,2
29625,235,2
29626,95,3
29627,58,3
29628,23,3
29630,94,3
29631,624,2
29635,8,3
29638,19,3
29639,28,3
29640,137,2
29642,228,2
29643,43,3
29644,84,3
29645,35,3
29646,98,2
29649,192,2
29650,717,2
29651,177,2
29653,28,3
29654,34,3
29655,21,3
29657,92,3
29658,6,3
29661,32,3
29662,1096,2
29664,8,3
29666,22,3
29667,204,2
29669,78,3
29670,67,3
29671,56,3
29672,131,2
29673,137,2
29676,34,3
29678,112,2
29680,308,2
29681,412,2
29682,54,3
29683,1526,2
29684,32,3
29685,6,3
29686,14,3
29687,331,2
29689,47,3
29690,71,3
29691,65,3
29692,41,3
29693,35,3
29696,72,3
29697,118,2
29702,40,3
29704,51,3
29706,28,3
29707,228,2
29708,483,2
29709,27,3
29710,100,3
29712,32,3
29714,34,3
29715,275,2
29717,12,3
29718,13,3
29720,63,3
29726,16,3
29727,13,3
29728,39,3
29729,13,3
29730,169,2
29732,403,2
29741,23,3
29742,12,3
29743,13,3
29745,77,3
29801,121,2
29803,83,3
29805,22,3
29809,149,2
29810,16,3
29812,17,3
29816,406,2
29817,18,3
29819,8,3
29821,9,3
29824,12,3
29827,13,3
29828,659,2
29829,99,3
29831,14,3
29832,21,3
29834,354,2
29835,16,3
29836,1,3
29838,7,3
29840,3,3
29841,414,2
29842,76,3
29843,8,3
29845,7,3
29847,21,3
29848,3,3
29849,3,3
29851,144,2
29853,24,3
29856,20,3
29860,104,2
29902,311,1
29906,163,2
29907,114,2
29909,149,2
29910,118,2
29911,9,3
29915,19,3
29916,8,3
29918,16,3
29920,41,3
29922,3,3
29923,11,3
29924,34,3
29926,327,1
29927,15,3
29928,383,1
29929,6,3
29932,1,3
29934,6,3
29935,775,2
29936,18,3
29939,9,3
29940,26,3
29941,14,3
29943,4,3
29944,14,3
29945,9,3
30002,1554,2
30004,334,2
30005,805,2
30008,1014,2
30009,610,2
30011,179,2
30012,221,2
30013,317,2
30014,107,2
30016,187,2
30017,563,2
30019,272,2
30021,2191,2
30022,918,2
30024,487,2
30025,49,3
30028,146,2
30030,1878,2
30032,1239,2
30033,1469,2
30034,942,2
30035,889,2
30038,492,2
30039,544,2
30040,320,2
30041,309,2
30043,799,2
30044,1053,2
30045,482,2
30046,754,2
30047,715,2
30052,228,2
30054,97,3
30055,22,3
30056,22,3
30058,618,2
30060,725,2
30062,890,2
30064,540,2
30066,716,2
30067,1320,2
30068,841,2
30070,2371,2
30071,595,2
30072,1775,2
30075,658,2
30076,1038,1
30078,663,2
30079,900,2
30080,1728,2
30082,1034,2
30083,1108,2
30084,905,2
30087,571,2
30088,1188,2
30092,1130,2
30093,1406,2
30094,275,2
30096,1060,2
30097,635,2
30101,458,2
30102,443,2
30103,52,3
30104,44,3
30105,15,3
30106,614,2
30107,42,3
30108,32,3
30110,70,3
30113,22,3
30114,160,2
30115,200,2
30116,77,3
30117,118,2
30120,148,2
30121,142,2
30122,351,2
30124,19,3
30125,47,3
30126,660,2
30127,392,2
30132,107,2
30134,294,2
30135,251,2
30137,152,2
30139,21,3
30141,265,2
30143,60,3
30144,843,2
30145,35,3
30147,91,3
30148,18,3
30152,678,2
30153,57,3
30157,181,2
30161,96,2
30165,90,2
30168,702,2
30170,24,3
30171,23,3
30173,67,3
30175,25,3
30176,32,3
30177,79,3
30178,22,3
30179,78,3
30180,163,2
30182,28,3
30183,30,3
30184,36,3
30185,23,3
30187,89,3
30188,446,2
30189,659,2
30204,38,3
30205,30,3
30206,18,3
30213,167,2
30214,200,2
30215,162,2
30216,24,3
30217,13,3
30218,11,3
30220,35,3
