ZCTA,density,classification
44402,35,3
44403,118,2
44404,37,3
44405,965,2
44406,165,2
44408,120,2
44410,106,2
44411,48,3
44412,42,3
44413,123,2
44417,19,3
44418,30,3
44420,417,2
44423,35,3
44425,204,2
44427,19,3
44428,23,3
44429,169,2
44430,111,2
44431,69,3
44432,43,3
44436,66,2
44437,422,2
44438,227,2
44440,225,2
44441,39,3
44442,184,2
44443,54,3
44444,100,3
44445,80,3
44446,681,2
44449,45,3
44450,16,3
44451,32,3
44452,88,3
44454,51,3
44455,34,3
44460,100,3
44470,54,3
44471,1034,2
44473,68,3
44481,73,3
44483,603,1
44484,556,2
44485,891,1
44490,423,2
44491,37,3
44502,706,1
44503,913,1
44504,1661,2
44505,407,1
44506,599,1
44507,1274,1
44509,943,1
44510,555,1
44511,1164,2
44512,885,1
44514,441,2
44515,636,2
44601,166,2
44606,52,3
44608,47,3
44609,53,3
44610,674,2
44611,25,3
44612,83,3
44613,402,2
44614,213,2
44615,30,3
44618,57,3
44620,27,3
44621,60,3
44622,137,2
44624,30,3
44625,26,3
44626,43,3
44627,34,3
44628,11,3
44629,46,3
44632,130,2
44633,32,3
44634,43,3
44637,19,3
44638,20,3
44641,145,2
44643,39,3
44644,89,3
44645,36,3
44646,661,2
44647,255,2
44651,13,3
44653,546,2
44654,38,3
44656,28,3
44657,62,3
44662,62,3
44663,113,2
44666,45,3
44667,110,2
44669,31,3
44671,195,2
44672,641,2
44675,28,3
44676,33,3
44677,60,3
44680,94,3
44681,41,3
44682,867,2
44683,50,3
44685,399,2
44688,51,3
44689,58,3
44691,111,2
44695,21,3
44699,7,3
44702,933,1
44703,3435,1
44704,630,1
44705,875,1
44706,383,2
44707,267,1
44708,1087,2
44709,1422,2
44710,1753,1
44714,1509,2
44718,633,2
44720,479,2
44721,324,2
44730,66,3
44802,13,3
44804,22,3
44805,81,2
44807,13,3
44809,373,2
44811,43,3
44813,42,3
44814,41,3
44815,240,2
44817,17,3
44818,14,3
44820,47,3
44822,26,3
44824,65,3
44826,23,3
44827,60,3
44830,64,3
44833,78,3
44836,27,3
44837,23,3
44838,350,2
44839,150,2
44840,23,3
44841,14,3
44842,29,3
44843,34,3
44844,17,3
44846,53,3
44847,20,3
44849,18,3
44851,27,3
44853,19,3
44854,18,3
44855,16,3
44857,112,2
44859,21,3
44864,22,3
44865,36,3
44866,29,3
44867,14,3
44870,295,2
44874,279,2
44875,71,3
44878,17,3
44880,32,3
44882,15,3
44883,68,2
44887,12,3
44889,32,3
44890,48,3
44902,1126,1
44903,89,3
44904,113,2
44905,390,2
44906,349,2
44907,843,2
45001,360,2
45002,191,2
45003,27,3
45005,323,2
45011,391,2
45013,179,2
45014,827,2
45015,798,2
45030,162,2
45032,485,2
45034,461,2
45036,148,2
45039,553,2
45040,628,2
45042,217,2
45044,515,2
45050,440,2
45052,115,2
45053,45,3
45054,29,3
45056,105,2
45062,836,2
45064,32,3
45065,630,2
45066,398,2
45067,245,2
45068,59,3
45069,623,2
45101,58,3
45102,385,2
45103,136,2
45106,61,3
45107,46,3
45111,212,2
45113,37,3
45118,34,3
45120,33,3
45121,33,3
45122,92,3
45123,33,3
45130,38,3
45133,29,3
45135,24,3
45140,420,2
45142,26,3
45144,25,3
45146,21,3
45148,23,3
45150,379,2
45152,79,3
45153,23,3
45154,50,3
45155,260,2
45157,85,3
45158,588,2
45159,25,3
45160,1009,2
45162,40,3
45164,363,2
45167,25,3
45168,18,3
45169,19,3
45171,30,3
45174,620,2
45176,64,3
45177,51,3
45202,2745,1
45203,931,1
45204,821,1
45205,2487,1
45206,2838,1
45207,2020,1
45208,2059,2
45209,2353,1
45211,1718,2
45212,2644,1
45213,1724,2
45214,1640,1
45215,1052,2
45216,1339,1
45217,1382,2
45218,969,2
45219,3628,1
45220,2449,1
45223,925,1
45224,1361,2
45225,1193,1
45226,486,2
45227,1378,1
45229,2241,1
45230,853,2
45231,1123,2
45232,1030,1
45233,504,2
45236,1643,2
45237,1499,1
45238,1854,2
45239,1851,2
45240,1109,2
45241,549,2
45242,628,2
45243,287,2
45244,473,2
45245,490,2
45246,632,2
45247,427,2
45248,825,2
45249,814,2
45251,698,2
45252,169,2
45255,688,2
45302,29,3
45303,26,3
45304,33,3
45305,279,2
45306,26,3
45307,806,2
45308,33,3
45309,74,3
45311,27,3
45312,20,3
45314,27,3
45315,153,2
45317,17,3
45318,46,3
45319,274,2
45320,46,3
45321,26,3
45322,439,2
45323,338,2
45324,520,2
45325,39,3
45326,19,3
45327,72,3
45328,431,2
45330,366,2
45331,65,3
45332,19,3
45333,22,3
45334,31,3
45335,31,3
45337,31,3
45338,40,3
45339,35,3
45340,13,3
45341,267,2
45342,440,2
45344,97,3
45345,111,2
45346,21,3
45347,32,3
45348,11,3
45349,539,2
45351,341,2
45354,304,2
45356,133,2
45358,876,2
45359,50,3
45360,890,2
45361,229,2
45362,13,3
45363,25,3
45365,73,2
45368,24,3
45369,30,3
45370,45,3
45371,146,2
45372,590,2
45373,166,2
45377,296,2
45378,649,2
45380,30,3
45381,40,3
45382,23,3
45383,112,2
45384,99,3
45385,109,2
45387,85,3
45388,15,3
45389,681,2
45390,25,3
45402,1169,1
45403,1459,1
45404,711,1
45405,2124,1
45406,1860,1
45409,893,2
45410,3023,1
45414,394,2
45415,863,2
45416,1203,2
45417,389,1
45418,178,2
45419,1706,2
45420,1938,2
45424,606,2
45426,352,2
45429,1203,2
45430,588,2
45431,965,2
45432,846,2
45433,45,3
45434,420,2
45439,708,2
45440,964,2
45449,1235,2
45458,617,2
45459,881,2
45502,54,3
45503,807,2
45504,302,2
45505,619,1
45506,440,1
45601,62,3
45612,18,3
45613,17,3
45614,25,3
45616,8,3
45619,93,3
45620,17,3
45621,419,2
45622,9,3
45623,19,3
45628,25,3
45629,39,3
45631,55,3
45634,23,3
45638,114,2
45640,35,3
45644,27,3
45645,24,3
45646,9,3
45647,15,3
45648,32,3
45650,13,3
45651,16,3
45652,40,3
45653,34,3
45654,6,3
45656,20,3
45657,10,3
45658,10,3
45659,11,3
45660,16,3
45661,28,3
45662,230,1
45663,41,3
45669,121,2
45671,11,3
45672,13,3
45673,312,2
45674,76,3
45678,11,3
45679,18,3
45680,157,2
45681,16,3
45682,21,3
45684,9,3
45685,16,3
45686,14,3
45688,5,3
45690,40,3
45692,42,3
45693,28,3
45694,68,3
45695,8,3
45696,15,3
45697,18,3
45698,41,3
45701,76,2
45710,22,3
45711,9,3
45714,129,2
45715,25,3
45716,513,2
45719,595,2
45723,23,3
45724,13,3
45727,7,3
45729,20,3
45732,25,3
45734,7,3
45735,14,3
45740,596,2
45741,9,3
45742,45,3
45743,16,3
45744,20,3
45745,6,3
45746,11,3
45750,104,2
45760,83,3
45761,22,3
45764,42,3
45766,20,3
45767,11,3
45768,23,3
45769,25,3
45770,12,3
45771,23,3
45772,20,3
45775,17,3
45776,16,3
45778,14,3
45779,433,2
45780,576,2
45782,236,2
45784,35,3
45786,19,3
45788,13,3
45801,194,1
45804,293,1
45805,609,2
45806,74,3
45807,64,3
45808,249,2
45810,43,3
45812,19,3
45813,26,3
45814,28,3
45816,425,2
45817,37,3
45820,287,2
45821,14,3
45822,47,3
45826,470,2
45827,14,3
45828,69,3
45830,24,3
45831,17,3
45832,16,3
45833,61,3
45835,11,3
45836,23,3
45840,135,2
45841,14,3
45843,14,3
45844,22,3
45845,35,3
45846,20,3
45849,11,3
45850,23,3
45851,7,3
45853,497,2
45854,545,2
45856,18,3
45858,18,3
45859,142,2
45860,21,3
45861,60,3
45862,16,3
45863,16,3
45865,57,3
45867,17,3
45868,14,3
45869,46,3
45871,30,3
45872,54,3
45873,18,3
45874,14,3
45875,40,3
45876,572,2
45877,29,3
45879,24,3
45880,16,3
45881,18,3
45882,14,3
45883,36,3
45885,71,3
45886,9,3
45887,25,3
45889,23,3
45890,17,3
45891,47,3
45894,8,3
45895,38,3
45896,20,3
45898,15,3
46001,58,3
46011,91,2
46012,241,2
46013,380,2
46016,1203,1
46017,144,2
46030,33,3
46031,17,3
46032,633,2
46033,698,2
46034,92,3
46035,17,3
46036,60,3
46037,639,2
46038,918,2
46039,11,3
46040,106,2
46041,34,3
46044,53,3
46048,624,2
46049,12,3
46050,14,3
46051,70,3
46052,49,3
46055,131,2
46056,38,3
46057,18,3
46058,30,3
46060,160,2
46062,318,2
46063,311,2
46064,77,3
46065,34,3
46068,24,3
46069,28,3
46070,20,3
46071,18,3
46072,34,3
46074,251,2
46075,38,3
46076,15,3
46077,192,2
46104,13,3
46105,18,3
46106,80,3
46107,1630,2
46110,12,3
46111,1151,2
46112,306,2
46113,300,2
46115,20,3
46117,22,3
46118,34,3
46120,25,3
46121,36,3
46122,62,3
46123,373,2
46124,49,3
46126,53,3
46127,7,3
46128,20,3
46130,32,3
46131,92,2
46133,13,3
46135,39,3
46140,88,2
46142,782,2
46143,376,2
46147,21,3
46148,39,3
46149,27,3
46150,12,3
46151,57,3
46156,12,3
46157,41,3
46158,116,2
46160,26,3
46161,27,3
46162,16,3
46163,144,2
46164,66,3
46165,15,3
46166,24,3
46167,75,3
46168,334,2
46171,18,3
46172,14,3
46173,20,3
46175,11,3
46176,64,2
46180,16,3
46181,39,3
46182,21,3
46184,202,2
46186,23,3
46201,2144,1
46202,1460,1
46203,1071,1
46204,2194,1
46205,1788,1
46208,1322,1
46214,1523,2
46216,277,2
46217,532,2
46218,1227,1
46219,1126,2
46220,1365,2
46221,479,2
46222,1085,1
46224,1997,2
46225,683,1
46226,1219,1
46227,1381,2
46228,751,2
46229,956,2
46231,276,2
46234,734,2
46235,1160,2
46236,956,2
46237,1046,2
46239,310,2
46240,949,2
46241,503,1
46250,1199,1
46254,1177,2
46256,895,2
46259,181,2
46260,1370,2
46268,843,1
46278,234,2
46280,705,2
46301,100,3
46303,187,2
46304,172,2
46307,251,2
46310,75,3
46311,558,2
46312,766,2
46319,781,2
46320,864,2
46321,1191,2
46322,1438,2
46323,1354,2
46324,1968,2
46327,989,2
46340,13,3
46341,43,3
46342,346,2
46346,285,2
46347,24,3
46348,8,3
46349,15,3
46350,88,2
46356,54,3
46360,223,2
46365,17,3
46366,28,3
46368,562,2
46371,35,3
46373,472,2
46374,11,3
46375,709,2
46376,17,3
46377,262,2
46382,15,3
46383,176,2
46385,174,2
46390,22,3
46391,63,3
46392,26,3
46393,101,3
46394,1506,2
46402,722,1
46403,639,1
46404,1198,1
46405,489,2
46406,289,1
46407,1224,1
46408,645,1
46409,841,1
46410,517,2
46501,20,3
46504,19,3
46506,36,3
46507,82,3
46510,20,3
46511,27,3
46514,415,2
46516,682,1
46517,220,2
46524,22,3
46526,163,1
46528,117,2
46530,428,2
46531,25,3
46532,14,3
46534,36,3
46536,47,3
46537,337,2
46538,50,3
46539,27,3
46540,61,3
46542,29,3
46543,34,3
46544,316,2
46545,633,2
46550,56,3
46552,42,3
46553,37,3
46554,27,3
46555,127,2
46556,176,2
46561,323,2
46562,30,3
46563,58,3
46565,35,3
46567,68,3
46570,19,3
46571,35,3
46573,37,3
46574,34,3
46580,112,2
46582,83,3
46590,554,2
46601,1067,1
46613,1356,1
46614,237,2
46615,1933,2
46616,1533,2
46617,1481,1
46619,326,1
46628,286,1
46635,880,2
46637,677,2
46701,30,3
46702,19,3
46703,58,3
46705,30,3
46706,85,3
46710,39,3
46711,42,3
46714,46,3
46721,23,3
46723,47,3
46725,44,3
46730,18,3
46731,13,3
46732,48,3
46733,42,3
46737,45,3
46738,113,2
46740,20,3
46741,52,3
46742,27,3
46743,30,3
46745,34,3
46746,19,3
46747,28,3
46748,100,3
46750,52,3
46755,78,3
46759,8,3
46760,21,3
46761,31,3
46763,29,3
46764,16,3
46765,138,2
46766,13,3
46767,36,3
46770,19,3
46772,24,3
46773,18,3
46774,118,2
46776,26,3
46777,43,3
46779,24,3
46781,12,3
46783,39,3
46784,68,3
46785,21,3
46787,23,3
46788,29,3
46791,22,3
46792,14,3
46793,28,3
46794,22,3
46795,39,3
46797,27,3
46798,32,3
46802,1056,1
46803,525,1
46804,587,1
46805,1400,1
46806,899,1
46807,1875,1
46808,744,2
46809,176,1
46814,241,2
46815,1001,2
46816,192,2
46818,107,1
46819,143,2
46825,769,1
46835,660,2
46845,331,2
46901,110,1
46902,289,2
46910,19,3
46911,14,3
46913,15,3
46914,25,3
46915,122,2
46917,14,3
46919,22,3
46920,12,3
46923,23,3
46926,18,3
46928,28,3
46929,25,3
46932,25,3
46933,227,2
46936,35,3
46938,40,3
46939,9,3
46940,17,3
46941,17,3
46947,59,2
46950,9,3
46951,13,3
46952,83,2
46953,105,1
46957,456,2
46958,494,2
46959,94,3
46960,11,3
46962,32,3
46970,52,3
46974,16,3
46975,27,3
46978,13,3
46979,42,3
46982,24,3
46984,468,2
46985,8,3
46986,22,3
46987,556,2
46988,12,3
46989,40,3
46990,10,3
46991,23,3
46992,42,3
46994,18,3
46996,15,3
47001,55,3
47003,33,3
47006,42,3
47010,10,3
47011,12,3
47012,23,3
47016,16,3
47017,13,3
47018,23,3
47020,23,3
47022,34,3
47023,13,3
47024,18,3
47025,156,2
47030,17,3
47031,32,3
47032,34,3
47036,21,3
47037,21,3
47038,18,3
47040,33,3
47041,26,3
47042,23,3
47043,20,3
47060,43,3
47102,69,3
47106,26,3
47108,10,3
47110,23,3
47111,67,3
47112,40,3
47114,149,2
47115,18,3
47116,12,3
47117,20,3
47118,10,3
47119,93,3
47120,19,3
47122,104,2
47124,62,3
47125,16,3
47126,44,3
47129,892,2
47130,544,2
47135,10,3
47136,55,3
47137,9,3
47138,23,3
47140,26,3
47141,18,3
47142,13,3
47143,50,3
47145,18,3
47147,13,3
47150,446,2
47161,64,3
47162,14,3
47163,31,3
47164,42,3
47165,29,3
47166,39,3
47167,27,3
47170,37,3
47172,247,2
47175,16,3
47177,28,3
47201,79,2
47203,132,2
47220,26,3
47223,10,3
47224,9,3
47227,12,3
47229,25,3
47230,16,3
47231,15,3
47232,33,3
47234,16,3
47235,17,3
47240,27,3
47243,57,3
47244,16,3
47246,27,3
47250,43,3
47260,13,3
47264,6,3
47265,41,3
47270,17,3
47272,23,3
47273,22,3
47274,53,3
47280,304,2
47281,10,3
47282,379,2
47283,21,3
47302,174,1
47303,180,1
47304,378,2
47305,1351,1
47320,50,3
47325,12,3
47326,10,3
47327,34,3
47330,37,3
47331,49,3
47334,49,3
47335,643,2
47336,32,3
47338,40,3
47339,18,3
47340,21,3
47341,23,3
47342,21,3
47345,17,3
47346,36,3
47348,35,3
47351,378,2
47352,12,3
47353,18,3
47354,16,3
47355,18,3
47356,42,3
47357,14,3
47358,10,3
47359,20,3
47360,18,3
47362,79,2
47368,31,3
47369,16,3
47371,22,3
47373,30,3
47374,162,1
47380,13,3
47383,35,3
47384,24,3
47385,43,3
47386,27,3
47387,17,3
47388,505,2
47390,28,3
47393,16,3
47394,28,3
47396,87,3
47401,212,2
47403,157,2
47404,177,1
47408,154,2
47421,63,3
47424,21,3
47427,8,3
47429,129,2
47431,14,3
47432,22,3
47433,19,3
47436,14,3
47438,32,3
47441,58,3
47443,11,3
47446,33,3
47448,16,3
47449,8,3
47451,300,2
47452,20,3
47453,15,3
47454,24,3
47456,18,3
47459,25,3
47460,30,3
47462,25,3
47465,12,3
47468,21,3
47469,11,3
47470,15,3
47471,16,3
47501,47,3
47512,33,3
47513,12,3
47515,7,3
47516,17,3
47519,10,3
47520,17,3
47521,17,3
47523,20,3
47524,4,3
47525,5,3
47527,14,3
47528,11,3
47529,13,3
47531,11,3
47532,25,3
47535,65,3
47537,20,3
47541,24,3
47542,45,3
47546,67,3
47550,9,3
47551,7,3
47553,22,3
47557,10,3
47558,14,3
47561,9,3
47562,24,3
47564,16,3
47567,21,3
47568,11,3
47575,18,3
47576,7,3
47577,16,3
47578,6,3
47579,87,3
47580,21,3
47581,11,3
47585,7,3
47586,49,3
47588,17,3
47590,7,3
47591,65,2
47597,9,3
47598,19,3
47601,43,3
47610,55,3
47611,13,3
47612,22,3
47613,19,3
47615,17,3
47616,4,3
47619,14,3
47620,25,3
47630,274,2
47631,14,3
47633,17,3
47634,19,3
47635,26,3
47637,10,3
47638,27,3
47639,36,3
47640,11,3
47648,32,3
47649,13,3
47660,22,3
47665,20,3
47666,12,3
47670,62,3
47708,359,1
47710,933,1
47711,795,2
47712,160,2
47713,1166,1
47714,1751,1
47715,558,1
47720,125,2
47725,103,2
47802,80,3
47803,257,2
47804,689,1
47805,98,3
47807,1377,1
47832,10,3
47833,11,3
47834,50,3
47837,16,3
47838,7,3
47840,11,3
47841,13,3
47842,57,3
47846,8,3
47847,9,3
47848,41,3
47849,8,3
47850,19,3
47854,12,3
47855,246,2
47857,286,2
47858,8,3
47859,9,3
47860,175,2
47861,6,3
47862,16,3
47866,8,3
47868,20,3
47872,17,3
47874,20,3
47879,22,3
47881,435,2
47882,24,3
47885,43,3
47901,3310,1
47904,1188,1
47905,133,1
47906,167,2
47909,133,2
47917,5,3
47918,17,3
47920,33,3
47921,11,3
47922,8,3
47923,15,3
47926,11,3
47928,19,3
47929,7,3
47930,16,3
47932,20,3
47933,47,3
47940,13,3
47941,624,2
47942,5,3
47943,5,3
47944,8,3
47946,9,3
47948,10,3
47949,12,3
47950,9,3
47951,14,3
47952,10,3
47954,13,3
47955,17,3
47957,12,3
47959,15,3
47960,53,3
47963,8,3
47965,592,2
47966,176,2
47967,9,3
47968,15,3
47970,13,3
47971,13,3
47974,12,3
47975,7,3
47977,11,3
47978,17,3
47980,8,3
47981,9,3
47983,240,2
47987,13,3
47989,11,3
47990,15,3
47991,14,3
47992,15,3
47993,11,3
47994,13,3
47995,8,3
48001,268,2
48002,31,3
48003,68,3
48005,52,3
48006,20,3
48009,1790,2
48014,42,3
48015,2126,2
48017,2477,2
48021,2446,1
48022,26,3
48023,121,2
48025,709,2
48026,1474,2
48027,31,3
48028,34,3
48030,2357,2
48032,22,3
48033,865,2
48034,1494,2
48035,1628,2
48036,1090,2
48038,1703,2
48039,137,2
48040,602,2
48041,42,3
48042,405,2
48043,1637,2
48044,1287,2
48045,762,2
48047,826,2
48048,137,2
48049,58,3
48050,33,3
48051,385,2
48054,71,3
48059,197,2
48060,778,2
48062,87,3
48063,40,3
48064,41,3
48065,103,2
48066,1989,2
48067,2646,1
48069,2069,2
48070,1584,2
48071,1792,2
48072,2745,2
48073,2161,2
48074,96,3
48075,1241,1
48076,1405,1
48079,116,2
48080,2403,1
48081,2273,1
48082,2163,2
48083,1032,2
48084,993,2
48085,910,2
48088,2065,2
48089,1499,1
48091,1512,2
48092,1247,1
48093,1777,1
48094,376,2
48095,105,2
48096,38,3
48097,25,3
48098,764,2
48101,1649,2
48103,357,2
48104,2001,1
48105,294,2
48108,648,2
48111,253,2
48114,222,2
48116,288,2
48117,70,3
48118,57,3
48120,819,2
48122,1625,2
48124,1535,2
48125,2054,2
48126,1420,1
48127,1813,2
48128,1787,2
48130,84,3
48131,51,3
48133,84,3
48134,443,2
48135,1853,2
48137,43,3
48138,450,2
48140,41,3
48141,1570,2
48144,494,2
48145,79,3
48146,2538,1
48150,914,2
48152,1060,2
48154,1285,2
48157,633,2
48158,31,3
48159,31,3
48160,58,3
48161,230,2
48162,203,2
48164,114,2
48165,261,2
48166,157,2
48167,530,2
48168,396,2
48169,135,2
48170,496,2
48173,418,2
48174,288,2
48176,106,2
48178,217,2
48179,63,3
48180,1033,2
48182,209,2
48183,947,2
48184,1006,2
48185,1799,2
48186,1698,2
48187,999,2
48188,816,2
48189,159,2
48191,91,3
48192,2075,2
48193,897,2
48195,1914,2
48197,584,2
48198,466,2
48201,3525,1
48202,2219,1
48203,1419,1
48204,2220,1
48205,2211,1
48206,2761,1
48207,1696,1
48208,1343,1
48209,1452,1
48210,1843,1
48211,555,1
48212,2237,1
48213,1487,1
48214,2044,1
48215,1310,1
48216,1027,1
48217,1407,1
48218,1092,2
48219,2179,1
48220,2388,1
48221,2709,1
48223,1592,1
48224,2637,1
48225,2247,2
48226,2679,1
48227,2205,1
48228,2149,1
48229,1301,2
48230,2092,2
48234,1698,1
48235,2811,1
48236,1614,2
48237,2275,1
48238,2353,1
48239,1442,2
48240,1848,2
48301,750,2
48302,554,2
48304,573,2
48306,408,2
48307,1116,2
48309,698,2
48310,1745,2
48312,1181,2
48313,1487,2
48314,1025,2
48315,783,2
48316,874,2
48317,894,2
48320,1856,2
48322,1013,2
48323,738,2
48324,730,2
48326,518,2
48327,796,2
48328,1195,2
48329,952,2
48331,903,2
48334,881,2
48335,1368,1
48336,1187,2
48340,1252,2
48341,983,1
48342,1165,1
48346,493,2
48348,244,2
48350,106,2
48353,179,2
48356,223,2
48357,258,2
48359,272,2
48360,351,2
48362,577,2
48363,87,3
48367,74,3
48370,50,3
48371,193,2
48374,497,2
48375,1016,2
48377,746,1
48380,100,3
48381,248,2
48382,467,2
48383,299,2
48386,408,2
48390,777,2
48393,507,2
48401,18,3
48412,43,3
48413,22,3
48414,29,3
48415,56,3
48416,17,3
48417,45,3
48418,40,3
48419,14,3
48420,133,2
48421,62,3
48422,26,3
48423,206,2
48426,10,3
48427,12,3
48428,55,3
48429,64,3
48430,174,2
48432,8,3
48433,190,2
48435,30,3
48436,43,3
48437,453,2
48438,79,3
48439,367,2
48441,17,3
48442,92,3
48444,42,3
48445,10,3
48446,98,3
48449,46,3
48450,99,3
48451,161,2
48453,18,3
48454,16,3
48455,46,3
48456,7,3
48457,70,3
48458,232,2
48460,27,3
48461,35,3
48462,97,3
48463,52,3
48464,45,3
48465,6,3
48466,16,3
48467,18,3
48468,9,3
48469,76,3
48470,8,3
48471,23,3
48472,9,3
48473,152,2
48475,10,3
48476,804,2
48502,645,1
48503,1323,1
48504,753,1
48505,765,1
48506,606,1
48507,622,1
48509,426,2
48519,409,2
48529,818,2
48532,537,2
48601,142,1
48602,1496,1
48603,651,2
48604,171,2
48607,850,1
48609,116,2
48610,12,3
48611,67,3
48612,32,3
48613,7,3
48614,14,3
48615,21,3
48616,37,3
48617,25,3
48618,21,3
48619,3,3
48621,10,3
48622,27,3
48623,64,3
48624,20,3
48625,24,3
48626,37,3
48628,25,3
48629,45,3
48631,54,3
48632,17,3
48633,44,3
48634,38,3
48635,13,3
48636,5,3
48637,18,3
48638,890,2
48640,130,2
48642,113,2
48647,13,3
48649,23,3
48650,30,3
48651,34,3
48652,12,3
48653,19,3
48654,11,3
48655,27,3
48656,14,3
48657,53,3
48658,26,3
48659,14,3
48661,17,3
48662,13,3
48701,13,3
48703,35,3
48705,3,3
48706,256,2
48708,403,2
48720,14,3
48721,7,3
48722,74,3
48723,38,3
48724,417,2
48725,35,3
48726,19,3
48727,19,3
48728,1,3
48729,14,3
48730,30,3
48731,14,3
48732,202,2
48733,15,3
48734,76,3
48735,11,3
48737,6,3
48738,59,3
48739,20,3
48740,17,3
48741,17,3
48742,10,3
48744,27,3
48745,8,3
48746,40,3
48747,19,3
48748,17,3
48749,14,3
48750,43,3
48754,11,3
48755,28,3
48756,25,3
48757,29,3
48759,29,3
48760,18,3
48761,6,3
48762,12,3
48763,23,3
48765,6,3
48766,10,3
48767,12,3
48768,36,3
48770,12,3
48801,68,3
48806,10,3
48807,13,3
48808,84,3
48809,50,3
48811,19,3
48813,48,3
48815,31,3
48817,43,3
48818,38,3
48819,22,3
48820,94,3
48821,115,2
48822,32,3
48823,958,2
48827,54,3
48829,20,3
48831,18,3
48832,21,3
48834,17,3
48835,17,3
48836,53,3
48837,95,3
48838,75,3
48840,298,2
48841,13,3
48842,455,2
48843,178,2
48845,15,3
48846,54,3
48847,20,3
48848,44,3
48849,27,3
48850,22,3
48851,28,3
48853,266,2
48854,64,3
48855,58,3
48856,13,3
48857,40,3
48858,103,1
48860,17,3
48861,24,3
48864,381,2
48865,32,3
48866,37,3
48867,83,3
48871,25,3
48872,51,3
48873,17,3
48875,45,3
48876,107,2
48877,26,3
48878,20,3
48879,36,3
48880,36,3
48881,38,3
48883,23,3
48884,28,3
48885,21,3
48886,29,3
48888,28,3
48889,18,3
48890,26,3
48891,27,3
48892,30,3
48893,40,3
48894,25,3
48895,52,3
48897,18,3
48906,322,2
48910,1008,1
48911,1016,2
48912,1590,1
48915,2006,1
48917,597,2
48933,2200,1
49001,1148,1
49002,451,2
49004,301,2
49006,1541,2
49007,1235,1
49008,1060,2
49009,171,2
49010,42,3
49011,28,3
49012,44,3
49013,34,3
49014,112,2
49015,475,2
49017,154,2
49021,26,3
49022,181,2
49024,679,2
49026,28,3
49028,20,3
49029,18,3
49030,19,3
49031,27,3
49032,28,3
49033,22,3
49034,24,3
49036,57,3
49037,366,1
49038,100,3
49040,33,3
49042,34,3
49043,26,3
49045,24,3
49046,36,3
49047,49,3
49048,264,2
49050,25,3
49051,32,3
49052,12,3
49053,109,2
49055,41,3
49056,26,3
49057,45,3
49058,50,3
49060,38,3
49061,17,3
49064,30,3
49065,57,3
49066,12,3
49067,21,3
49068,46,3
49070,34,3
49071,116,2
49072,21,3
49073,27,3
49076,27,3
49078,73,3
49079,64,3
49080,77,3
49082,28,3
49083,82,3
49085,426,2
49087,37,3
49088,42,3
49089,18,3
49090,72,3
49091,86,3
49092,15,3
49093,69,3
49094,28,3
49095,30,3
49096,18,3
49097,53,3
49098,73,3
49099,38,3
49101,57,3
49102,33,3
49103,93,3
49106,122,2
49107,64,3
49111,31,3
49112,92,3
49113,22,3
49115,109,2
49116,93,3
49117,95,3
49120,127,2
49125,68,3
49126,33,3
49127,268,2
49128,37,3
49129,61,3
49130,57,3
49201,98,3
49202,647,1
49203,586,2
49220,32,3
49221,124,2
49224,52,3
49227,19,3
49228,27,3
49229,22,3
49230,67,3
49232,15,3
49233,50,3
49234,49,3
49235,16,3
49236,49,3
49237,30,3
49238,22,3
49240,31,3
49241,28,3
49242,63,3
49245,18,3
49246,37,3
49247,26,3
49248,11,3
49249,44,3
49250,30,3
49251,39,3
49252,26,3
49253,56,3
49254,430,2
49255,16,3
49256,25,3
49259,34,3
49261,188,2
49262,22,3
49264,27,3
49265,64,3
49266,26,3
49267,39,3
49268,19,3
49269,37,3
49270,48,3
49271,16,3
49272,87,3
49274,23,3
49276,16,3
49277,38,3
49279,11,3
49282,60,3
49283,93,3
49284,22,3
49285,28,3
49286,99,3
49287,28,3
49288,14,3
49301,110,2
49302,53,3
49303,24,3
49304,15,3
49305,21,3
49306,171,2
49307,52,3
49309,7,3
49310,13,3
49312,5,3
49315,134,2
49316,125,2
49318,28,3
49319,66,3
49321,245,2
49322,17,3
49323,64,3
49325,23,3
49326,60,3
49327,32,3
49328,24,3
49329,38,3
49330,41,3
49331,66,3
49332,29,3
49333,51,3
49335,115,2
49336,19,3
49337,42,3
49338,14,3
49339,29,3
49340,13,3
49341,143,2
49342,15,3
49343,38,3
49344,42,3
49345,91,3
49346,35,3
49347,28,3
49348,67,3
49349,16,3
49401,218,2
49402,5,3
49403,19,3
49404,48,3
49405,9,3
49406,253,2
49408,34,3
49410,19,3
49411,7,3
49412,40,3
49415,84,3
49417,248,2
49418,542,2
49419,37,3
49420,21,3
49421,19,3
49423,214,2
49424,279,2
49425,21,3
49426,179,2
49428,564,2
49431,69,3
49435,56,3
49436,24,3
49437,43,3
49440,850,1
49441,713,2
49442,366,2
49444,415,2
49445,132,2
49446,27,3
49448,39,3
49449,31,3
49450,36,3
49451,26,3
49452,17,3
49453,114,2
49454,24,3
49455,23,3
49456,306,2
49457,50,3
49459,7,3
49460,50,3
49461,82,3
49464,125,2
49503,2042,1
49504,1424,2
49505,1449,2
49506,1600,2
49507,2099,1
49508,1248,2
49509,1335,1
49512,302,2
49519,1372,2
49525,448,2
49534,245,2
49544,176,2
49546,674,2
49548,1097,2
49601,42,3
49612,21,3
49613,13,3
49614,14,3
49615,25,3
49616,22,3
