status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,4250000,3,3,,"55 Vestry St Unit 5A, New York City, NY, 10013",55 Vestry St Unit 5A,New York City,New York,10013,2029,
for_sale,2275000,3,2,,"200 Rector Pl Unit 18AB, New York City, NY, 10280",200 Rector Pl Unit 18AB,New York City,New York,10280,1650,
for_sale,2199000,9,7,,"130 15th St, New York City, NY, 11215",130 15th St,New York City,New York,11215,3899,
for_sale,3685000,3,3,,"252 South St Unit 64A, New York City, NY, 10002",252 South St Unit 64A,New York City,New York,10002,1667,
for_sale,3575000,3,2,,"1 Clinton St Apt 17D, New York City, NY, 11201",1 Clinton St Apt 17D,New York City,New York,11201,2176,
for_sale,89900,2,2,0.05,"2701 Goethals Rd N Apt G20, Staten Island, NY, 10303",2701 Goethals Rd N Apt G20,Staten Island,New York,10303,1056,
for_sale,3435000,2,3,0.51,"121 E 22nd St Apt S501, New York City, NY, 10010",121 E 22nd St Apt S501,New York City,New York,10010,1635,
for_sale,3055000,2,2,0.51,"121 E 22nd St Apt N908, New York City, NY, 10010",121 E 22nd St Apt N908,New York City,New York,10010,1402,
for_sale,7500000,6,4,,"159 Ninth Ave Unit Townhouse, New York, NY, 10011",159 Ninth Ave Unit Townhouse,New York,New York,10011,7500,
for_sale,4800000,3,5,0.02,"391 West St, New York City, NY, 10014",391 West St,New York City,New York,10014,4075,
for_sale,3835000,2,3,,"252 South St Unit 80E, Manhattan, NY, 10002",252 South St Unit 80E,Manhattan,New York,10002,1345,
for_sale,747135,2,2,,"1238 63rd St Unit D215, Brooklyn, NY, 11219",1238 63rd St Unit D215,Brooklyn,New York,11219,988,
for_sale,508692,1,1,,"1238 63rd St Unit D316, Brooklyn, NY, 11219",1238 63rd St Unit D316,Brooklyn,New York,11219,623,
for_sale,11900000,4,5,,"481 Washington St Phs 7 & 8S, New York, NY, 10013",481 Washington St Phs 7 & 8S,New York,New York,10013,4179,
for_sale,4800000,3,5,,"391 West St, Manhattan, NY, 10014",391 West St,Manhattan,New York,10014,4075,
for_sale,1495000,1,2,,"166 W 18th St Apt 4D, Manhattan, NY, 10011",166 W 18th St Apt 4D,Manhattan,New York,10011,706,
for_sale,232700,1,1,,"292 Harrison Ave Apt B3, Jersey City, NJ, 07304",292 Harrison Ave Apt B3,Jersey City,New Jersey,7304,740,
for_sale,8500000,4,4,0.02,"212 W 11th St, New York City, NY, 10014",212 W 11th St,New York City,New York,10014,2952,
for_sale,1499000,3,3,,"59 John St Apt 4F, New York City, NY, 10038",59 John St Apt 4F,New York City,New York,10038,1757,
for_sale,6900000,2,3,,"519 Broadway, New York City, NY, 10012",519 Broadway,New York City,New York,10012,4000,
for_sale,1650000,5,3,0.06,"148 29th St, New York City, NY, 11232",148 29th St,New York City,New York,11232,2100,
for_sale,3000000,2,2,,"272 Water St Units 2F & 2R, New York City, NY, 10038",272 Water St Units 2F & 2R,New York City,New York,10038,2559,
for_sale,3999000,4,5,0.13,"245-247 86th St, New York City, NY, 11209",245-247 86th St,New York City,New York,11209,5900,
for_sale,1950000,3,2,,"320 Sackett St Unit 2, Brooklyn, NY, 11231",320 Sackett St Unit 2,Brooklyn,New York,11231,1176,
for_sale,4850000,2,3,,"456 W 19th St Ph I, New York City, NY, 10011",456 W 19th St Ph I,New York City,New York,10011,2456,
for_sale,3975000,3,3,,"130 W 19th /E St Unit Th, New York City, NY, 10011",130 W 19th /E St Unit Th,New York City,New York,10011,1926,
for_sale,6295000,3,3,,"214 W 15th St Apt TH2, New York City, NY, 10011",214 W 15th St Apt TH2,New York City,New York,10011,2776,
for_sale,1325000,1,1,,"252 South St Unit 24J, New York City, NY, 10002",252 South St Unit 24J,New York City,New York,10002,696,
for_sale,1895000,1,2,,"33 Park Unit 8C, New York City, NY, 10038",33 Park Unit 8C,New York City,New York,10038,934,
for_sale,649000,4,2,0.09,"114 Livingston Ave, New Providence, NJ, 07974",114 Livingston Ave,New Providence,New Jersey,7974,1736,
for_sale,16500000,8,8,0.04,"18 Mercer St, New York City, NY, 10013",18 Mercer St,New York City,New York,10013,10330,
for_sale,1499000,,5,0.06,"255 94th St, Brooklyn, NY, 11209",255 94th St,Brooklyn,New York,11209,2440,
for_sale,1049000,1,1,,"300 W 23rd St Apt 10H, New York City, NY, 10011",300 W 23rd St Apt 10H,New York City,New York,10011,850,
for_sale,6997500,3,4,,"111 Murray St Unit 35WEST, New York City, NY, 10007",111 Murray St Unit 35WEST,New York City,New York,10007,2280,
for_sale,2650000,3,4,,"21 86th St, New York City, NY, 11209",21 86th St,New York City,New York,11209,4500,
for_sale,720000,8,6,,"487 Ocean Ave, Jersey City, NJ, 07305",487 Ocean Ave,Jersey City,New Jersey,7305,3000,
for_sale,1385000,1,1,,"1 Wall St Unit 731, New York City, NY, 10005",1 Wall St Unit 731,New York City,New York,10005,779,
for_sale,7205000,3,4,,"1 Wall St Unit 1901, New York City, NY, 10005",1 Wall St Unit 1901,New York City,New York,10005,2493,
for_sale,2400000,2,2,,"133 W 22nd St Apt 8G, New York, NY, 10011",133 W 22nd St Apt 8G,New York,New York,10011,1144,
for_sale,4750000,2,3,,"57 Bond St Apt 2W, New York City, NY, 10012",57 Bond St Apt 2W,New York City,New York,10012,2110,
for_sale,2649000,2,2,,"1 Clinton St Apt 4E, New York City, NY, 11201",1 Clinton St Apt 4E,New York City,New York,11201,1637,
for_sale,3500000,3,3,,"1 Clinton St Apt 14D, New York City, NY, 11201",1 Clinton St Apt 14D,New York City,New York,11201,2176,
for_sale,1448000,2,3,,"73 Verona St Unit 1, New York City, NY, 11231",73 Verona St Unit 1,New York City,New York,11231,1500,
for_sale,600000,2,2,,"310 101st St Apt 43B, Brooklyn, NY, 11209",310 101st St Apt 43B,Brooklyn,New York,11209,1200,
for_sale,899000,2,1,,"210 W 21st St Apt 1RW, New York, NY, 10011",210 W 21st St Apt 1RW,New York,New York,10011,775,
for_sale,199999,,1,,"9902 3rd Ave Apt 3K, Brooklyn, NY, 11209",9902 3rd Ave Apt 3K,Brooklyn,New York,11209,475,
for_sale,1450000,4,2,0.04,"459 Bay Ridge Pkwy, Brooklyn, NY, 11209",459 Bay Ridge Pkwy,Brooklyn,New York,11209,2520,
for_sale,1460000,4,2,,"558 76th St, New York City, NY, 11209",558 76th St,New York City,New York,11209,2650,
for_sale,45000000,16,21,0.1,"217-219 W Broadway, New York City, NY, 10013",217-219 W Broadway,New York City,New York,10013,29363,
for_sale,899000,1,1,,"88 Morgan St Ph 72, Jersey City, NJ, 07302",88 Morgan St Ph 72,Jersey City,New Jersey,7302,810,
for_sale,575000,,1,,"230 E 15th St Apt 6C, New York City, NY, 10003",230 E 15th St Apt 6C,New York City,New York,10003,550,
for_sale,5454500,3,4,,"91 Leonard St Apt 13C, New York City, NY, 10013",91 Leonard St Apt 13C,New York City,New York,10013,1891,
for_sale,6034500,3,3,,"91 Leonard St Apt 16A, New York City, NY, 10013",91 Leonard St Apt 16A,New York City,New York,10013,1823,
for_sale,3800000,2,3,,"180 6th Ave Unit 5A, New York City, NY, 10013",180 6th Ave Unit 5A,New York City,New York,10013,1557,
for_sale,2900000,2,4,,"15 William /3 St Unit DUPLEX2, New York City, NY, 10005",15 William /3 St Unit DUPLEX2,New York City,New York,10005,2141,
for_sale,5215000,3,3,,"91 Leonard St Apt 15E, New York City, NY, 10013",91 Leonard St Apt 15E,New York City,New York,10013,1896,
for_sale,14000000,4,6,,"119 Leroy St, New York City, NY, 10014",119 Leroy St,New York City,New York,10014,4775,
for_sale,1795000,1,1,,"225 E 19th St Apt 304, New York, NY, 10003",225 E 19th St Apt 304,New York,New York,10003,696,
for_sale,3895000,2,3,,"515 W 18th St Unit 316, New York, NY, 10011",515 W 18th St Unit 316,New York,New York,10011,1614,
for_sale,5595000,3,4,,"196 Orchard St Ph C, New York, NY, 10002",196 Orchard St Ph C,New York,New York,10002,1997,
for_sale,4630000,2,3,,"33 Park Unit 18B, New York City, NY, 10038",33 Park Unit 18B,New York City,New York,10038,1723,
for_sale,1895000,1,2,,"33 Park Row Unit 8C, Manhattan, NY, 10038",33 Park Row Unit 8C,Manhattan,New York,10038,934,
for_sale,7125990,3,4,,"130 William St Ph 62B, New York City, NY, 10038",130 William St Ph 62B,New York City,New York,10038,2476,
for_sale,235000,2,2,0.02,"1000 Clove Rd Apt 2R, Staten Island, NY, 10301",1000 Clove Rd Apt 2R,Staten Island,New York,10301,900,
for_sale,319000,1,1,,"10106 4th Ave Apt 26C, Brooklyn, NY, 11209",10106 4th Ave Apt 26C,Brooklyn,New York,11209,600,
for_sale,1250000,2,2,,"105 E 19th St Apt 3A, New York, NY, 10003",105 E 19th St Apt 3A,New York,New York,10003,1000,
for_sale,949000,9,3,0.06,"28 Layton Ave, Staten Island, NY, 10301",28 Layton Ave,Staten Island,New York,10301,2568,
for_sale,1395000,3,4,0.2,"144 Grymes Hill Rd, Staten Island, NY, 10301",144 Grymes Hill Rd,Staten Island,New York,10301,4000,
for_sale,709000,2,2,,"52 92nd St, Brooklyn, NY, 11209",52 92nd St,Brooklyn,New York,11209,1000,
for_sale,1280000,,1,,"1 Wall St Unit 610, New York City, NY, 10005",1 Wall St Unit 610,New York City,New York,10005,683,
for_sale,6950000,3,4,,"100 Barrow St Apt 6B, New York, NY, 10014",100 Barrow St Apt 6B,New York,New York,10014,2415,
for_sale,9300000,3,4,,"1 Wall St Unit 3405, New York City, NY, 10005",1 Wall St Unit 3405,New York City,New York,10005,2880,
for_sale,2115000,1,2,,"1 Wall St Unit 622, New York City, NY, 10005",1 Wall St Unit 622,New York City,New York,10005,1061,
for_sale,4280000,2,3,,"1 Wall St Unit 703, New York City, NY, 10005",1 Wall St Unit 703,New York City,New York,10005,1866,
for_sale,1600000,1,1,,"202 Broome St Unit 11J, New York, NY, 10002",202 Broome St Unit 11J,New York,New York,10002,790,
for_sale,4350000,2,2,,"1 Wall St Unit 3306, New York City, NY, 10005",1 Wall St Unit 3306,New York City,New York,10005,1303,
for_sale,2945000,2,3,,"202 Broome St Unit 10G, New York, NY, 10002",202 Broome St Unit 10G,New York,New York,10002,1424,
for_sale,2575000,2,2,,"168 Plymouth St Apt 3A, Brooklyn, NY, 11201",168 Plymouth St Apt 3A,Brooklyn,New York,11201,1504,
for_sale,475000,6,6,0.37,"761-67 E 3rd St, Plainfield, NJ, 07062",761-67 E 3rd St,Plainfield,New Jersey,7062,3204,
for_sale,195000,1,1,0.02,"350 Richmond Ter Apt 5J, Staten Island, NY, 10301",350 Richmond Ter Apt 5J,Staten Island,New York,10301,782,
for_sale,485000,2,2,,"75 Liberty Ave Unit B10, Jersey City, NJ, 07306",75 Liberty Ave Unit B10,Jersey City,New Jersey,7306,1046,
for_sale,1100000,3,2,,"195 33rd St, New York City, NY, 11232",195 33rd St,New York City,New York,11232,1365,
for_sale,485000,2,1,,"33 14th St Unit 2B, New York City, NY, 11106",33 14th St Unit 2B,New York City,New York,11106,875,
for_sale,725000,4,1,,"229 E 14th St Apt 2W, New York City, NY, 10003",229 E 14th St Apt 2W,New York City,New York,10003,1000,
for_sale,449000,2,1,,"4407 4th Ave Apt D1, New York City, NY, 11220",4407 4th Ave Apt D1,New York City,New York,11220,800,
for_sale,1699000,4,3,0.04,"542 47th St, Brooklyn, NY, 11220",542 47th St,Brooklyn,New York,11220,2797,
for_sale,1640000,2,2,,"20 River Ter Apt 7E, New York City, NY, 10282",20 River Ter Apt 7E,New York City,New York,10282,1170,
for_sale,1495000,2,2,,"145 Nassau St Apt 8B, New York City, NY, 10038",145 Nassau St Apt 8B,New York City,New York,10038,1670,
for_sale,3999000,4,8,,"245-247 86th St, Brooklyn, NY, 11209",245-247 86th St,Brooklyn,New York,11209,5900,
for_sale,6645990,4,5,,"130 William St Apt 54A, New York City, NY, 10038",130 William St Apt 54A,New York City,New York,10038,2495,
for_sale,6000000,2,2,,"160 W 12th St Apt 24, New York, NY, 10011",160 W 12th St Apt 24,New York,New York,10011,1535,
for_sale,3685990,2,3,,"130 William St Apt 55A, New York City, NY, 10038",130 William St Apt 55A,New York City,New York,10038,1435,
for_sale,1090000,1,1,,"252 South St Unit 7F, New York City, NY, 10002",252 South St Unit 7F,New York City,New York,10002,695,
for_sale,1405000,1,1,,"252 South St Unit 43H, New York City, NY, 10002",252 South St Unit 43H,New York City,New York,10002,696,
for_sale,2160000,2,2,,"252 South St Unit 64B, New York City, NY, 10002",252 South St Unit 64B,New York City,New York,10002,1034,
for_sale,4725000,4,5,,"1 Clinton St Apt 34B, New York City, NY, 11201",1 Clinton St Apt 34B,New York City,New York,11201,2484,
for_sale,2400000,2,2,,"252 South St Unit 37D, New York City, NY, 10002",252 South St Unit 37D,New York City,New York,10002,1164,
for_sale,1570000,1,1,,"252 South St Unit 30C, New York City, NY, 10002",252 South St Unit 30C,New York City,New York,10002,695,
for_sale,2165000,2,2,,"252 South St Unit 12D, New York City, NY, 10002",252 South St Unit 12D,New York City,New York,10002,1123,
for_sale,3356000,3,4,,"1 Clinton St Apt 17C, New York City, NY, 11201",1 Clinton St Apt 17C,New York City,New York,11201,1981,
for_sale,2995000,3,3,,"1 Clinton St Apt 4A, New York City, NY, 11201",1 Clinton St Apt 4A,New York City,New York,11201,2246,
for_sale,2895000,2,3,,"202 Broome St Unit 9B, New York City, NY, 10002",202 Broome St Unit 9B,New York City,New York,10002,1239,
for_sale,2435000,2,2,,"202 Broome St Unit 8B, New York City, NY, 10002",202 Broome St Unit 8B,New York City,New York,10002,1278,
for_sale,450000,1,1,,"439 Hicks St Apt 5D, New York City, NY, 11201",439 Hicks St Apt 5D,New York City,New York,11201,500,
for_sale,650000,4,2,,"170 72nd St Units 527 & 528, New York City, NY, 11209",170 72nd St Units 527 & 528,New York City,New York,11209,1500,
for_sale,27000000,6,6,,"67 Vestry St Fl 9, New York City, NY, 10013",67 Vestry St Fl 9,New York City,New York,10013,5794,
for_sale,850000,1,1,,"77 Bleecker St Apt 621, New York City, NY, 10012",77 Bleecker St Apt 621,New York City,New York,10012,775,
for_sale,760000,1,1,,"20 River Ter Apt 5B, New York City, NY, 10282",20 River Ter Apt 5B,New York City,New York,10282,729,
for_sale,24500000,6,6,,"67 Vestry St Fl 6, New York City, NY, 10013",67 Vestry St Fl 6,New York City,New York,10013,5794,
for_sale,2125000,1,1,,"242 Lafayette St Apt 2N, New York City, NY, 10012",242 Lafayette St Apt 2N,New York City,New York,10012,1340,
for_sale,950000,1,1,,"380 Rector Pl Apt 20E, New York City, NY, 10280",380 Rector Pl Apt 20E,New York City,New York,10280,735,
for_sale,8150000,3,4,,"67 Vestry St Unit 4SOUTH, New York City, NY, 10013",67 Vestry St Unit 4SOUTH,New York City,New York,10013,2494,
for_sale,1150000,1,1,,"20 River Ter Apt 7J, New York City, NY, 10282",20 River Ter Apt 7J,New York City,New York,10282,885,
for_sale,9650000,4,5,,"67 Vestry St Unit Ths, New York City, NY, 10013",67 Vestry St Unit Ths,New York City,New York,10013,3204,
for_sale,6689000,3,5,,"202 Broome St # A, New York City, NY, 10002",202 Broome St # A,New York City,New York,10002,2161,
for_sale,1270000,1,1,,"252 South St Unit 41F, New York City, NY, 10002",252 South St Unit 41F,New York City,New York,10002,722,
for_sale,1695000,2,2,,"147 Ludlow St Unit 3B, New York City, NY, 10002",147 Ludlow St Unit 3B,New York City,New York,10002,961,
for_sale,1825000,2,2,,"147 Ludlow St Unit 3A, New York City, NY, 10002",147 Ludlow St Unit 3A,New York City,New York,10002,919,
for_sale,1380000,1,1,,"252 South St Unit 30J, New York City, NY, 10002",252 South St Unit 30J,New York City,New York,10002,696,
for_sale,2740000,3,2,,"252 South St Unit 58E, New York City, NY, 10002",252 South St Unit 58E,New York City,New York,10002,1400,
for_sale,2965000,3,3,,"1 Clinton St Apt 6A, New York City, NY, 11201",1 Clinton St Apt 6A,New York City,New York,11201,1993,
for_sale,3300000,2,3,,"202 Broome St Unit 10A, New York City, NY, 10002",202 Broome St Unit 10A,New York City,New York,10002,1440,
for_sale,3350000,2,3,,"202 Broome St Unit 12A, New York City, NY, 10002",202 Broome St Unit 12A,New York City,New York,10002,1438,
for_sale,1660000,1,2,,"202 Broome St Unit 10D, New York City, NY, 10002",202 Broome St Unit 10D,New York City,New York,10002,791,
for_sale,185000,,1,0.01,"36 Hamilton Ave Apt 4N, Staten Island, NY, 10301",36 Hamilton Ave Apt 4N,Staten Island,New York,10301,400,
for_sale,548000,2,1,,"7002 Ridge Blvd Apt B5, Brooklyn, NY, 11209",7002 Ridge Blvd Apt B5,Brooklyn,New York,11209,1000,
for_sale,3090000,5,6,3.3,"235 Lees Hill Rd, Harding Township, NJ, 07976",235 Lees Hill Rd,Harding Township,New Jersey,7976,7624,
for_sale,3300000,,7,0.09,"1217 70th St, Brooklyn, NY, 11228",1217 70th St,Brooklyn,New York,11228,4800,
for_sale,739000,3,2,,"861 Bay Ridge Ave Unit 7, Brooklyn, NY, 11220",861 Bay Ridge Ave Unit 7,Brooklyn,New York,11220,1138,
for_sale,2850000,2,2,,"83 Walker St Unit Ph, New York City, NY, 10013",83 Walker St Unit Ph,New York City,New York,10013,1397,
for_sale,9495000,3,4,1.13,"252 7th Ave Ph W, New York City, NY, 10001",252 7th Ave Ph W,New York City,New York,10001,2638,
for_sale,6570000,3,4,,"1 Wall St Unit 801, New York City, NY, 10005",1 Wall St Unit 801,New York City,New York,10005,2493,
for_sale,305000,1,1,,"341 9th St Apt 2R, Jersey City, NJ, 07302",341 9th St Apt 2R,Jersey City,New Jersey,7302,626,
for_sale,775000,5,2,,"320 Hylan Blvd Unit 1, New York City, NY, 10305",320 Hylan Blvd Unit 1,New York City,New York,10305,1980,
for_sale,210000,1,1,0.02,"144 Bard Ave Apt 26A, Staten Island, NY, 10310",144 Bard Ave Apt 26A,Staten Island,New York,10310,735,
for_sale,1888000,4,4,0.09,"1025 86th St, Brooklyn, NY, 11228",1025 86th St,Brooklyn,New York,11228,3787,
for_sale,465000,,1,,"22 Cornelia St Apt 18, New York, NY, 10014",22 Cornelia St Apt 18,New York,New York,10014,400,
for_sale,1890000,6,3,0.06,"857 54th St, Brooklyn, NY, 11220",857 54th St,Brooklyn,New York,11220,2720,
for_sale,3495000,2,2,0.96,"250 Mercer St Unit B706-07, New York City, NY, 10012",250 Mercer St Unit B706-07,New York City,New York,10012,1950,
for_sale,13845000,4,5,,"15 Hudson Yards Ph 84A, New York City, NY, 10001",15 Hudson Yards Ph 84A,New York City,New York,10001,3385,
for_sale,4900000,4,5,,"70 Charlton St Apt 16E, Manhattan, NY, 10014",70 Charlton St Apt 16E,Manhattan,New York,10014,2252,
for_sale,9995000,4,5,,"465 Washington St Unit Ph, Manhattan, NY, 10013",465 Washington St Unit Ph,Manhattan,New York,10013,3920,
for_sale,955000,1,1,,"23 E 10th St Apt 222, New York, NY, 10003",23 E 10th St Apt 222,New York,New York,10003,600,
for_sale,599999,4,2,0.17,"139 Arlington Ave, Staten Island, NY, 10303",139 Arlington Ave,Staten Island,New York,10303,1484,
for_sale,250000,,1,,"New York, NY, 10003",,New York,New York,10003,1200,
for_sale,11500000,4,4,,"119 Waverly Pl Units 3 & 4, New York City, NY, 10011",119 Waverly Pl Units 3 & 4,New York City,New York,10011,3600,
for_sale,10250000,4,4,,"2 1/2 Grove St Unit Townhouse, New York, NY, 10014",2 1/2 Grove St Unit Townhouse,New York,New York,10014,3000,
for_sale,6600000,2,3,,"147 W 15th St Unit 9S, New York, NY, 10011",147 W 15th St Unit 9S,New York,New York,10011,2654,
for_sale,9345000,4,5,,"220 E 20th St Unit Ph, New York, NY, 10003",220 E 20th St Unit Ph,New York,New York,10003,3777,
for_sale,3150000,2,2,,"139 E 23rd St Unit 15, New York, NY, 10010",139 E 23rd St Unit 15,New York,New York,10010,1535,
for_sale,1595000,5,6,0.48,"8 Salt Brook Rd, New Providence, NJ, 07974",8 Salt Brook Rd,New Providence,New Jersey,7974,5382,
for_sale,219000,1,1,,"24 Seth Ct Unit A, Staten Island, NY, 10301",24 Seth Ct Unit A,Staten Island,New York,10301,680,
for_sale,3462900,2,3,,"108 Leonard St Apt 8B, New York City, NY, 10013",108 Leonard St Apt 8B,New York City,New York,10013,1419,
for_sale,4000000,3,3,,"40 E 19th St # Fl, New York City, NY, 10003",40 E 19th St # Fl,New York City,New York,10003,3400,
for_sale,7250000,5,5,,"106 Seventh Ave Unit 2, New York, NY, 10011",106 Seventh Ave Unit 2,New York,New York,10011,5664,
for_sale,5500000,2,1,,"121 Prince St Apt 2W, New York, NY, 10012",121 Prince St Apt 2W,New York,New York,10012,2500,
for_sale,1395000,3,3,,"575 4th Ave Unit 2H, Brooklyn, NY, 11215",575 4th Ave Unit 2H,Brooklyn,New York,11215,1400,
for_sale,1195000,1,1,,"575 4th Ave Ph D, Brooklyn, NY, 11215",575 4th Ave Ph D,Brooklyn,New York,11215,842,
for_sale,2175000,2,3,,"50 Bridge Park Dr Apt 9D, New York City, NY, 11201",50 Bridge Park Dr Apt 9D,New York City,New York,11201,1489,
for_sale,699000,3,2,,"185 Columbia Ave Unit 2, Jersey City, NJ, 07307",185 Columbia Ave Unit 2,Jersey City,New Jersey,7307,1260,
for_sale,699000,4,3,0.08,"62 Eadie Pl, Staten Island, NY, 10301",62 Eadie Pl,Staten Island,New York,10301,1672,
for_sale,829000,3,3,0.29,"126 Delaware Ave Unit 5, Jersey City, NJ, 07306",126 Delaware Ave Unit 5,Jersey City,New Jersey,7306,1955,
for_sale,510000,,1,,"410 W 24th St Apt 10E, New York, NY, 10011",410 W 24th St Apt 10E,New York,New York,10011,430,
for_sale,4175000,3,3,,"73 Worth St Apt 5A, Manhattan, NY, 10013",73 Worth St Apt 5A,Manhattan,New York,10013,2492,
for_sale,3375000,3,3,,"570 Broome St Apt 7B, New York City, NY, 10013",570 Broome St Apt 7B,New York City,New York,10013,1539,
for_sale,1349000,3,2,0.07,"9956 3rd Ave Unit 801, New York City, NY, 11209",9956 3rd Ave Unit 801,New York City,New York,11209,1235,
for_sale,439000,3,3,0.11,"115 Hawthorne St Unit 2, Roselle, NJ, 07203",115 Hawthorne St Unit 2,Roselle,New Jersey,7203,19998,
for_sale,1480000,2,2,,"75 Park Ln S Unit 3007, Jersey City, NJ, 07310",75 Park Ln S Unit 3007,Jersey City,New Jersey,7310,1161,
for_sale,8395000,3,4,,"23 E 22nd St Unit 16, New York, NY, 10010",23 E 22nd St Unit 16,New York,New York,10010,2723,
for_sale,840000,1,1,,"99 Hudson St Unit 3007, Jersey City, NJ, 07302",99 Hudson St Unit 3007,Jersey City,New Jersey,7302,775,
for_sale,3150000,2,3,,"90 Furman St Unit 202, New York City, NY, 11201",90 Furman St Unit 202,New York City,New York,11201,1975,
for_sale,2575000,2,2,0.03,"185 Grand St Apt 5D, New York City, NY, 10013",185 Grand St Apt 5D,New York City,New York,10013,1143,
for_sale,195500,1,1,0.01,"585 Castleton Ave Apt 2A, Staten Island, NY, 10301",585 Castleton Ave Apt 2A,Staten Island,New York,10301,630,
for_sale,668000,4,3,0.06,"404 Heberton Ave, Staten Island, NY, 10302",404 Heberton Ave,Staten Island,New York,10302,1468,
for_sale,310000,2,2,,"126 Cassidy Pl Apt L2, Staten Island, NY, 10301",126 Cassidy Pl Apt L2,Staten Island,New York,10301,874,
for_sale,499000,2,1,,"50 Reservoir Ave Apt 101, Jersey City, NJ, 07307",50 Reservoir Ave Apt 101,Jersey City,New Jersey,7307,830,
for_sale,2895000,2,2,,"219 Hudson St Unit 7D, New York, NY, 10013",219 Hudson St Unit 7D,New York,New York,10013,1152,
for_sale,1410000,2,2,,"75 Park Ln S Unit 1401, Jersey City, NJ, 07310",75 Park Ln S Unit 1401,Jersey City,New Jersey,7310,1266,
for_sale,2895000,2,2,,"219 Hudson St Unit 7C, New York, NY, 10013",219 Hudson St Unit 7C,New York,New York,10013,1110,
for_sale,474000,2,1,,"302 96th St Apt 2E, New York City, NY, 11209",302 96th St Apt 2E,New York City,New York,11209,850,
for_sale,2995000,2,3,,"219 Hudson St Unit 3A, New York, NY, 10013",219 Hudson St Unit 3A,New York,New York,10013,1242,
for_sale,1390000,10,6,0.31,"228 St Marks Pl, Staten Island, NY, 10301",228 St Marks Pl,Staten Island,New York,10301,5332,
for_sale,1593245,3,4,,"40 Samuel Way Unit 21, Chatham Township, NJ, 07928",40 Samuel Way Unit 21,Chatham Township,New Jersey,7928,3495,
for_sale,595000,1,1,,"431 Hicks St Apt 2I, New York City, NY, 11201",431 Hicks St Apt 2I,New York City,New York,11201,662,
for_sale,8750000,3,4,,"160 Leroy 8B St Unit South, New York, NY, 10014",160 Leroy 8B St Unit South,New York,New York,10014,2351,
for_sale,599000,1,1,,"215 Adams St Apt 4H, New York City, NY, 11201",215 Adams St Apt 4H,New York City,New York,11201,769,
for_sale,1050000,1,1,,"75 Park Ln S Unit 3605, Jersey City, NJ, 07310",75 Park Ln S Unit 3605,Jersey City,New Jersey,7310,709,
for_sale,2797000,2,2,6.71,"252 South St Unit 43A, New York City, NY, 10002",252 South St Unit 43A,New York City,New York,10002,1163,
for_sale,8000000,,,0.05,"342 Bowery, New York City, NY, 10012",342 Bowery,New York City,New York,10012,6099,
for_sale,530000,2,1,,"4113 7th Ave Apt 1, Brooklyn, NY, 11232",4113 7th Ave Apt 1,Brooklyn,New York,11232,650,
for_sale,1689598,3,4,,"61 Samuel Way Unit 3, Chatham Township, NJ, 07928",61 Samuel Way Unit 3,Chatham Township,New Jersey,7928,2887,
for_sale,1758405,3,4,,"63 Samuel Way Unit 4, Chatham Township, NJ, 07928",63 Samuel Way Unit 4,Chatham Township,New Jersey,7928,3540,
for_sale,2180000,,6,0.05,"1031 53rd St, Brooklyn, NY, 11219",1031 53rd St,Brooklyn,New York,11219,5250,
for_sale,1677495,4,4,,"42 Samuel Way, Chatham Township, NJ, 07928",42 Samuel Way,Chatham Township,New Jersey,7928,3540,
for_sale,1500000,7,5,0.06,"650 39th St, Brooklyn, NY, 11232",650 39th St,Brooklyn,New York,11232,1920,
for_sale,7750000,2,3,,"94 Hicks St Unit Townhouse, Brooklyn, NY, 11201",94 Hicks St Unit Townhouse,Brooklyn,New York,11201,5300,
for_sale,2495000,7,4,0.05,"63 Rapelye St, New York City, NY, 11231",63 Rapelye St,New York City,New York,11231,3375,
for_sale,923000,1,1,,"99 Hudson St Unit 6307, Jersey City, NJ, 07302",99 Hudson St Unit 6307,Jersey City,New Jersey,7302,775,
for_sale,1163000,2,2,,"99 Hudson St Unit 1102, Jersey City, NJ, 07302",99 Hudson St Unit 1102,Jersey City,New Jersey,7302,1117,
for_sale,679999,3,2,0.64,"14 Village Rd, Harding Township, NJ, 07976",14 Village Rd,Harding Township,New Jersey,7976,1750,
for_sale,1139000,5,4,2,"14 Whippany Ave, Warren Twp, NJ, 07059",14 Whippany Ave,Warren Twp,New Jersey,7059,3100,
for_sale,1299999,,3,0.05,"324 52nd St, Brooklyn, NY, 11220",324 52nd St,Brooklyn,New York,11220,2160,
for_sale,1358000,8,3,0.05,"323 56th St, Brooklyn, NY, 11220",323 56th St,Brooklyn,New York,11220,3048,
for_sale,1470000,2,2,,"75 Park Ln S Unit 401, Jersey City, NJ, 07310",75 Park Ln S Unit 401,Jersey City,New Jersey,7310,1656,
for_sale,1115000,2,2,,"75 Park Ln S Unit 325, Jersey City, NJ, 07310",75 Park Ln S Unit 325,Jersey City,New Jersey,7310,1172,
for_sale,2675000,2,2,,"149 W 22nd St Unit 1W, Manhattan, NY, 10011",149 W 22nd St Unit 1W,Manhattan,New York,10011,2600,
for_sale,1385000,2,2,,"75 Park Ln S Unit 2302, Jersey City, NJ, 07310",75 Park Ln S Unit 2302,Jersey City,New Jersey,7310,1127,
